id,token,name,notes,created_at,updated_at,status,due_date,status_updated_at,assignee,section,project,tags,checklists,comments
166629679,wEhAllNL,Vive en Buenos Aires,,2023-09-04T18:01:15+00:00,2023-09-04T18:09:13+00:00,1,,2023-09-04T18:01:15+00:00,,Personaje,Creación de videojuego,,,
166629790,asFp3n7s,"Medidor de nivel (experiencia) de las tareas, misiones, conocimientos y aprendizaje que obtenga al transcurrir el juego.",,2023-09-04T18:04:40+00:00,2023-09-04T18:04:40+00:00,1,,2023-09-04T18:04:40+00:00,,Personaje,Creación de videojuego,,,
166629709,82jroNf7,Nordelta (su barrio),,2023-09-04T18:01:56+00:00,2023-09-04T18:01:56+00:00,1,,2023-09-04T18:01:56+00:00,,Escenario,Creación de videojuego,,,
166629745,8FHL8XeO,1) Reconocimiento y manejo del personaje y entorno,,2023-09-04T18:03:06+00:00,2023-09-04T18:07:37+00:00,1,,2023-09-04T18:03:06+00:00,,Niveles,Creación de videojuego,,,
166629896,bb9A179Q,2) Creacion de sus redes sociales (concientización y conocimiento básico previo),,2023-09-04T18:07:59+00:00,2023-09-04T18:11:04+00:00,1,,2023-09-04T18:07:59+00:00,,Niveles,Creación de videojuego,,,
166630219,8rzh6fHZ,3) Recorrido por su barrio (completando tareas simples),,2023-09-04T18:16:46+00:00,2023-09-04T18:18:36+00:00,1,,2023-09-04T18:16:46+00:00,,Niveles,Creación de videojuego,,,
166630229,ctL7oo88,4) Camino a su instituto (interactuar con sus compañeros sobre el cuidado de redes sociales),,2023-09-04T18:17:13+00:00,2023-09-04T18:22:13+00:00,1,,2023-09-04T18:17:13+00:00,,Niveles,Creación de videojuego,,,
166628956,zq0Tpkc4,Para todas las edades y género (7 a 100 años) aproximadamente.,,2023-09-04T17:50:33+00:00,2023-09-04T17:50:57+00:00,1,,2023-09-04T17:50:33+00:00,,Publico Objetivo,Creación de videojuego,,,
166628642,mJpAxAlC,Escribir el guión y el diálogo del juego.,,2023-09-04T17:45:09+00:00,2023-09-04T17:45:22+00:00,1,,2023-09-04T17:45:09+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628643,yfl7hF1E,Diseñar los personajes y entornos.,,2023-09-04T17:45:09+00:00,2023-09-04T17:45:27+00:00,1,,2023-09-04T17:45:09+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166630516,6chAcC21,Creación de los NPCs,,2023-09-04T18:23:29+00:00,2023-09-04T18:23:29+00:00,1,,2023-09-04T18:23:29+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628644,wckjaTnr,Buscar la música y efectos de sonido.,,2023-09-04T17:45:10+00:00,2023-09-04T17:45:30+00:00,1,,2023-09-04T17:45:10+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628649,2czF8MWu,Elegir una plataforma o motor de juego.,,2023-09-04T17:45:12+00:00,2023-09-04T18:11:56+00:00,1,,2023-09-04T17:45:12+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628646,4pwlp8Vs,Desarrollar los niveles del juego.,,2023-09-04T17:45:11+00:00,2023-09-04T17:45:42+00:00,1,,2023-09-04T17:45:11+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628650,kSOQG80T,Integrar los recursos visuales y de sonido.,,2023-09-04T17:45:12+00:00,2023-09-04T18:12:04+00:00,1,,2023-09-04T17:45:12+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628645,ic6mgjOO,"Generar los recursos visuales, como gráficos y animaciones.",,2023-09-04T17:45:11+00:00,2023-09-04T18:14:59+00:00,1,,2023-09-04T17:45:11+00:00,,Desarrollo de contenido,Creación de videojuego,,,
166628648,4nLM6Kd3,Desarrollo de Software,,2023-09-04T17:45:11+00:00,2023-09-04T17:45:47+00:00,1,,2023-09-04T17:45:11+00:00,,Desarrollo de contenido,Creación de videojuego,,,
